event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
BEN537,14 April 2021,2021,1,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Benin),Pastoralists (Benin),4,Civilians (Benin),Farmers (Benin),7,47,Civilian targeting,204,Western Africa,Benin,Atacora,Toucountouna,NA,Tchakalakou,10.5394,1.3453,2,Undisclosed Source; L'investigateur,Local partner-Other,"On 14 April 2021, a number of Fulani pastoralists attacked farmer camps in the area of Tchakalakou and Moussintingou (Toucountouna, Atacora). The pastoralists burned dozens of houses and yam fields. Several people were wounded.",0,NA,1623256790
BEN387,11 April 2021,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Gouka Communal Militia (Benin),NA,4,Civilians (Benin),Government of Benin (2016-),7,47,Civilian targeting,204,Western Africa,Benin,Collines,Bante,NA,Gouka,8.1343,1.9646,1,Banouto; Benin Web TV; 24h au Benin; L'investigateur,National,"On 11 April 2021, hunters abducted an elections observer in the town of Gouka (Bante, Collines). The observer was released later the same day.",0,NA,1618857529
BEN388,11 April 2021,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Sanson Communal Militia (Benin),NA,4,Civilians (Benin),Government of Benin (2016-),7,47,Civilian targeting,204,Western Africa,Benin,Borgou,Tchaourou,NA,Sanson,9.2776,2.4291,1,Benin Web TV; Banouto; L'investigateur; Undisclosed Source,Local partner-Other,"On 11 April 2021, youths abducted an elections observer and burned his motorcycle in the village of Sanson (Tchaourou, Borgou). The observer was taken to chief hunter in the locality before being released later the same day.",0,NA,1618857529
BEN386,10 April 2021,2021,2,Political violence,Riots,Mob violence,Rioters (Benin),Farmers (Benin),5,Civilians (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),7,57,Civilian targeting,204,Western Africa,Benin,Atacora,Toucountouna,NA,Tchakalakou,10.5394,1.3453,2,24h au Benin; Le Portail Info (Benin); Daabaaru; Undisclosed Source; Benin Web TV; L'investigateur; Agence Benin Press,Local partner-Other,"Around 10 April 2021 (between 10 - 11 April), a number of farmers attacked several Fulani pastoralist camps in Tchakalakou, Moussintingou and Koroboune, in the area of Tchakalakou (Toucountouna, Atacora). The farmers assaulted women and children, burned dozens of houses and granaries, and killed livestock. The attack came in reaction to farmland devastated by livestock.",0,crowd size=no report,1618857529
BEN384,09 April 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Benin),PU: Progressive Union,6,NA,NA,0,60,NA,204,Western Africa,Benin,Atacora,Tanguieta,NA,Tanguieta,10.6212,1.2665,1,24h au Benin,National,"On 9 April 2021, a number of supporters of the ruling party, Progressive Union, from the communes of Tanguieta, Cobly, and Materi demonstrated against electoral violence in the town of Tanguieta (Tanguieta, Atacora).",0,crowd size=no report,1618266661
BEN383,09 April 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Benin),Taxi Drivers (Benin),6,NA,NA,0,60,NA,204,Western Africa,Benin,Collines,Savalou,NA,Savalou,7.9297,1.9781,1,Agence Benin Press,National,"On 9 April 2021, a number of people including politicians, notables, and motor taxi drivers staged a demonstration for peaceful elections in the town of Savalou (Savalou, Collines).",0,crowd size=no report,1618266661
BEN385,09 April 2021,2021,1,Political violence,Battles,Armed clash,Police Forces of Benin (2016-),NA,1,Bante Communal Militia (Benin),NA,4,14,NA,204,Western Africa,Benin,Collines,Bante,NA,Bante,8.4126,1.8924,1,Banouto; Undisclosed Source,Local partner-Other,"On 9 April 2021, security forces and hunters clashed in Bante (Bante, Collines). A woman was killed by a stray bullet. Defense and security forces were deployed to the area to break up demonstrations against the prolonged mandate of President Talon.",1,NA,1618857529
BEN523,09 April 2021,2021,1,Political violence,Battles,Armed clash,Military Forces of Benin (2016-),Police Forces of Benin (2016-),1,Tchaourou Communal Militia (Benin),NA,4,14,NA,204,Western Africa,Benin,Borgou,Tchaourou,NA,Tchaourou,8.8865,2.5975,1,Undisclosed Source,Local partner-Other,"On 9 April 2021, the army and police clashed with hunters in the town of Tchaourou (Tchaourou, Borgou). Two policemen were killed and others wounded.",2,NA,1623256791
BEN378,08 April 2021,2021,1,Political violence,Battles,Armed clash,Military Forces of Benin (2016-),NA,1,Agbon Communal Militia (Benin),NA,4,14,NA,204,Western Africa,Benin,Collines,Bante,NA,Agbon,8.15,1.9667,1,Actu Benin; Banouto,National,"On 8 April 2021, military forces and demonstrating hunters clashed in Agbon (Bante, Collines). A student was severely wounded, presumably in the crossfire.",0,NA,1618266660
BEN379,08 April 2021,2021,1,Political violence,Battles,Armed clash,Military Forces of Benin (2016-),NA,1,Gouka Communal Militia (Benin),NA,4,14,NA,204,Western Africa,Benin,Collines,Bante,NA,Gouka,8.1343,1.9646,1,Actu Benin; Banouto,National,"On 8 April 2021, military forces and demonstrators including hunters exchanged gunfire in Gouka (Bante, Collines). Two people were killed including a hunter and an apprentice.",2,NA,1618266660
BEN381,08 April 2021,2021,1,Political violence,Battles,Armed clash,Military Forces of Benin (2016-),NA,1,Mamatchoke Communal Militia (Benin),NA,4,14,NA,204,Western Africa,Benin,Collines,Bante,NA,Mamatchoke,8.1059,1.9733,2,Banouto; Actu Benin,National,"On 8 April 2021, military forces and demonstrators including hunters clashed in the area of Mamatchoke (Bante, Collines). No casualties reported.",0,NA,1618266660
BEN382,08 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Military Forces of Benin (2016-),NA,1,15,NA,204,Western Africa,Benin,Collines,Save,NA,Save,8.0342,2.4866,1,24h au Benin; AFP; La Nouvelle (Benin); Banouto; L'investigateur,National-International,"On 8 April 2021, military forces killed two demonstrators and wounded ten others when removing barricades and dispersing demonstrators in the town of Save (Save, Collines).",2,crowd size=no report,1618266660
BEN380,08 April 2021,2021,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Benin),NA,3,Police Forces of Benin (2016-),NA,1,13,NA,204,Western Africa,Benin,Collines,Savalou,NA,Kpataba,8.0553,1.9806,1,Banouto,National,"On 8 April 2021, unknown gunmen equipped with artisanal firearms shot and wounded two policemen in Kpataba (Savalou, Collines). The incident came as defense against security forces deployed to the area to break up demonstrations.",0,NA,1618266661
BEN525,08 April 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Benin),NA,6,NA,NA,0,60,NA,204,Western Africa,Benin,Atacora,Toucountouna,NA,Toucountouna,10.5028,1.3744,1,Undisclosed Source,Local partner-Other,"On 8 April 2021, a group of youths demonstrated in the town of Toucountouna (Toucountouna, Atacora). The demonstrators chanted slogans and denounced the prolonged mandate of President Talon.",0,crowd size=no report,1623256790
BEN526,08 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Borgou,Parakou,NA,Parakou,9.35,2.6167,1,Undisclosed Source,Local partner-Other,"On 8 April 2021, a number of demonstrators erected barricades, vandalized the Progressive Union headquarters, looted shops and stole motorbikes in the town of Parakou (Parakou, Borgou). The demonstration was in the context of presidential elections in Benin.",0,crowd size=no report,1663032952
BEN524,08 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Civilians (Benin),Government of Benin (2016-); Labor Group (Benin),7,57,NA,204,Western Africa,Benin,Borgou,Tchaourou,NA,Tchaourou,8.8865,2.5975,1,Undisclosed Source,Local partner-Other,"On 8 April 2021, a number of demonstrators assaulted electoral workers and burned four vehicles rented by the electoral commission (CENA) in the town of Tchaourou (Tchaourou, Borgou). The demonstration was in the context of presidential elections in Benin.",0,crowd size=no report,1683058331
BEN376,07 April 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Benin),PU: Progressive Union,6,NA,NA,0,60,NA,204,Western Africa,Benin,Oueme,Porto-Novo,NA,Porto-Novo,6.4833,2.6167,1,Actu Benin,National,"On 7 April 2021, a number of supporters of the ruling party, Progressive Union, staged a demonstration march in the capital of Porto-Novo (Porto-Novo, Oueme). The demonstration came in reaction to preelectoral violence the day before.",0,crowd size=no size,1618266661
BEN377,07 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Borgou,N-Dali,NA,Sirarou,9.5891,2.6489,1,Actu Benin; 24h au Benin; La Vraie Info (Benin),National,"On 7 April 2021, a number of demonstrators vandalized a toll booth in the village of Sirarou (N'dali, Borgou).",0,crowd size=no report,1663032945
BEN365,06 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Police Forces of Benin (2016-),NA,1,15,NA,204,Western Africa,Benin,Atlantique,Abomey-Calavi,NA,Abomey-Calavi,6.45,2.35,1,Banouto; L'investigateur; La Nouvelle (Benin),National,"On 6 April 2021, a number of residents demonstrated against the prolonged mandate of President Talon in the city of Abomey-Calavi (Abomey-Calavi, Atlantique). The police intervened and dispersed the demonstrators.",0,crowd size=no report,1618266660
BEN366,06 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Collines,Bante,NA,Agbon,8.15,1.9667,2,Banouto; La Nouvelle (Benin),National,"On 6 April 2021, a number of residents demonstrated against the prolonged mandate of President Talon near the village of Agbon (Bante, Collines).",0,crowd size=no report,1618266660
BEN374,06 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Military Forces of Benin (2016-),NA,1,15,NA,204,Western Africa,Benin,Borgou,Tchaourou,NA,Tchaourou,8.8865,2.5975,1,Daabaaru; La Nouvelle (Benin); Banouto,National,"On 6 April 2021, a number of people demonstrated against the prolonged mandate of President Talon in the town of Tchaourou (Tchaourou, Borgou). The demonstrators barricaded roads and attacked a military vehicle. A soldier aboard fled and the demonstrators seized the vehicle, the army later recovered it.",0,crowd size=no report,1618266660
BEN375,06 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Collines,Ouesse,NA,Toui,8.6825,2.5957,1,AFP,International,"On 6 April 2021, a number of people demonstrated against the prolonged mandate of President Talon in the town of Toui (Ouesse, Collines). The demonstrators barricaded the road, burned tires, and prevented traffic access.",0,crowd size=no report,1618266661
BEN373,06 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Civilians (Benin),Taxi Drivers (Benin),7,57,NA,204,Western Africa,Benin,Collines,Save,NA,Save,8.0342,2.4866,1,AFP,International,"On 6 April 2021, hundreds of people demonstrated against the prolonged mandate of President Talon in the town of Save (Save, Collines). The demonstrators barricaded roads and assaulted a motor taxi driver.",0,crowd size=hundreds,1618266661
BEN371,06 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Collines,Bante,NA,Pira,8.494,1.725,1,L'investigateur,National,"On 6 April 2021, a number of youths demonstrated in the town of Pira (Bante, Collines). The demonstrators barricaded the main roads.",0,crowd size=no report,1618266662
BEN369,06 April 2021,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (Benin),NA,6,Police Forces of Benin (2016-),NA,1,16,NA,204,Western Africa,Benin,Oueme,Akpro-Misserete,NA,Misserete,6.5587,2.5906,2,L'investigateur,National,"On 6 April 2021, a number of residents demonstrated in the commune of Akpro-Misserete, Misserete (Akpro-Misserete, Oueme). The police forces intervened and dispersed the demonstrators.",0,crowd size=no report,1618266662
BEN372,06 April 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Benin),FRD: Front for the Restoration of Democracy,6,NA,NA,0,60,NA,204,Western Africa,Benin,Oueme,Porto-Novo,NA,Porto-Novo,6.4833,2.6167,1,L'investigateur,National,"On 6 April 2021, a number of people demonstrated against the prolonged mandate of President Talon in the capital of Porto-Novo (Porto-Novo, Oueme). The demonstration was led by the candidate of the Front for the Restoration of Democracy.",0,crowd size=no report,1618266662
BEN368,06 April 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Benin),NA,6,NA,NA,0,60,NA,204,Western Africa,Benin,Alibori,Kandi,NA,Kandi,11.1342,2.9386,1,La Nouvelle (Benin),National,"On 6 April 2021, a number of residents demonstrated against the prolonged mandate of President Talon in the town of Kandi (Kandi, Alibori).",0,crowd size=no report,1618266662
BEN370,06 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Civilians (Benin),Women (Benin); Labor Group (Benin),7,57,NA,204,Western Africa,Benin,Borgou,Parakou,NA,Parakou,9.35,2.6167,1,Banouto; Benin Web TV; Daabaaru; L'investigateur; La Nouvelle (Benin),National,"On 6 April 2021, demonstrations were staged in the town of Parakou (Parakou, Borgou), against the ongoing presidency of Patrice Talon. Demonstrators raped and robbed sex workers during the demonstration.",0,crowd size=no report; sexual violence,1679958698
BEN367,06 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Private Security Forces (Benin),Civilians (Benin); Government of Benin (2016-); RB: Republican Block,8,58,NA,204,Western Africa,Benin,Collines,Save,NA,Diho,8.0796,2.5244,1,Banouto; L'investigateur,National,"On 6 April 2021, a number of residents demonstrated in the town of Diho (Save, Collines). The demonstrators burned the house of a deputy of the Republican Block, and vehicles and motorbikes, and vandalized a toll booth. The guard corps of the deputy shot and wounded two people.",0,crowd size=no report,1683058331
BEN362,05 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Police Forces of Benin (2016-),NA,1,15,NA,204,Western Africa,Benin,Littoral,Cotonou,NA,Cotonou,6.3557,2.4353,1,Jeune Afrique; Reuters,International,"On 5 April 2021, dozens of demonstrators burned tires and barricaded roads in the city of Cotonou (Cotonou, Littoral). Security forces intervened and dispersed the demonstrators by firing tear gas and arresting around thirty people. The demonstration came in reaction to the prolonged mandate of President Talon.",0,crowd size=dozens,1618268922
BEN364,05 April 2021,2021,1,Political violence,Riots,Mob violence,Rioters (Benin),Vigilante Group (Benin),5,Civilians (Benin),NA,7,57,Civilian targeting,204,Western Africa,Benin,Atacora,Kerou,NA,Pikire,10.7356,2.1255,1,24h au Benin; Undisclosed Source,Local partner-Other,"On 5 April 2021, a number of villagers equipped with batons lynched three individuals suspected of being the murderers in a presumed ritual killing in the village of Pikire (Kerou, Atacora). Two individuals were killed.",2,crowd size=no report,1618857529
BEN535,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Alibori,Malanville,NA,Malanville,11.8682,3.3833,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the town of Malanville (Malanville, Alibori). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256790
BEN533,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Atacora,Boukoumbe,NA,Boukombe,10.1832,1.1,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the town of Boukombe (Boukoumbe, Atacora). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256790
BEN530,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Atacora,Natitingou,NA,Natitingou,10.3067,1.375,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the town of Natitingou (Natitingou, Atacora). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256790
BEN536,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Atacora,Tanguieta,NA,Tanguieta,10.6212,1.2665,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the town of Tanguieta (Tanguieta, Atacora). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256790
BEN534,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Atacora,Toucountouna,NA,Toucountouna,10.5028,1.3744,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the town of Toucountouna (Toucountouna, Atacora). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256790
BEN531,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Borgou,Nikki,NA,Nikki,9.94,3.2108,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the town of Nikki (Nikki, Borgou). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256791
BEN528,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Borgou,Tchaourou,NA,Tchaourou,8.8865,2.5975,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the town of Tchaourou (Tchaourou, Borgou). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256791
BEN529,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Collines,Bante,NA,Bante,8.4126,1.8924,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the town of Bante (Bante, Collines). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256791
BEN532,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Donga,Djougou,NA,Djougou,9.7107,1.6652,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the town of Djougou (Djougou, Donga). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256791
BEN527,05 April 2021,2021,2,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Donga,Bassila,NA,Manigri,8.9737,1.7236,1,Undisclosed Source,Local partner-Other,"Around 5 April 2021 (between 5 - 6 April), a number of people demonstrated overnight in the village of Manigri (Bassila, Donga). The demonstrators barricaded roads and burned tires in reaction to the prolonged mandate of President Talon.",0,crowd size=no report,1623256791
BEN363,05 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,NA,NA,0,50,NA,204,Western Africa,Benin,Borgou,Parakou,NA,Parakou,9.35,2.6167,1,La Nouvelle (Benin); Banouto; Reuters; Jeune Afrique; Daabaaru; Actu Benin; Benin Web TV; L'investigateur; AFP,National-International,"On 5 April 2021, a number of residents demonstrated overnight against the prolonged mandate of President Talon in the town of Parakou (Parakou, Borgou). The demonstrators barricaded roads and pillaged an online TV station, vandalized a radio station, the office of a former mayor, and the Talon-Talata election campaign headquarters.",0,crowd size=no size,1663032945
BEN361,01 April 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),LD: The Democrats,5,NA,NA,0,50,NA,204,Western Africa,Benin,Alibori,Kandi,NA,Kandi,11.1342,2.9386,1,Agence Benin Press; Undisclosed Source,Local partner-Other,"On 1 April 2021, a number of supporters of the The Democrats party barricaded roads and burned tires in the town of Kandi (Kandi, Alibori). The demonstration came in reaction to the arrest and detention of a treasurer of The Democrats party.",0,crowd size=no report,1617652752
BEN522,01 April 2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Benin),NA,6,NA,NA,0,60,NA,204,Western Africa,Benin,Collines,Bante,NA,Gouka,8.1343,1.9646,1,Undisclosed Source,Local partner-Other,"On 1 April 2021, a number of villagers demonstrated against the arrival of an official accompanied by security forces in the village of Gouka (Banmte, Collines). Local notables and a traditional leader had to intervene to calm tensions.",0,crowd size=no report,1623256791
BEN360,30 March 2021,2021,1,Political violence,Riots,Mob violence,Rioters (Benin),Vigilante Group (Benin),5,Civilians (Benin),NA,7,57,Civilian targeting,204,Western Africa,Benin,Mono,Bopa,NA,Medessedji,6.7122,1.9351,1,24h au Benin; Benin Web TV; Agence Benin Press; La Nouvelle (Benin); Banouto; Daabaaru; L'investigateur,National,"On 30 March 2021, a number of villagers killed a man by burning him alive in the village of Medessedji (Bopa, Mono). The killing came in reaction to the murder of a woman in the village.",1,crowd size=no report,1617652752
BEN521,29 March 2021,2021,1,Political violence,Riots,Mob violence,Rioters (Benin),NA,5,Civilians (Benin),Teachers (Benin),7,57,Civilian targeting,204,Western Africa,Benin,Borgou,Tchaourou,NA,Tchaourou,8.8865,2.5975,1,Undisclosed Source,Local partner-Other,"On 29 March 2021, a group of youths assaulted and wounded a teacher placing election posters for the campaign of the sitting President Talon in the town of Tchaourou (Tchaourou, Borgou).",0,crowd size=no report,1623256791
BEN359,25 March 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Police Forces of Benin (2016-),NA,1,15,NA,204,Western Africa,Benin,Oueme,Seme-Podji,NA,Kpoguidi,6.4252,2.7021,1,Benin Web TV,National,"On 25 March 2021, a number of residents set fires and threw stones at policemen and customs officers conducting a raid against a contraband warehouse in Kpoguidi (Seme-Kpodji, Oueme). The police fired gunshots to disperse the crowd. One person was killed and three others wounded.",1,crowd size=no report,1618480534
BEN520,25 March 2021,2021,1,Political violence,Battles,Armed clash,Police Forces of Benin (2016-) Forest Guards,NA,1,JNIM: Group for Support of Islam and Muslims,NA,2,12,NA,204,Western Africa,Benin,Atacora,Kouande,NA,Seri,10.7823,1.6837,2,Benin Web TV; La Nouvelle (Benin); Undisclosed Source; Le Portail Info (Benin),Local partner-Other,"On 25 March 2021, rangers carried out an operation against presumed JNIM militants coming from the neighboring Burkina Faso near the village of Seri (Kouande, Atacora) near the Pendjari National Park. One militant was severely wounded and arrested following an exchange of gunfire. Some reports state that three militants were killed.",0,NA,1623256790
BEN358,19 March 2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Benin),NA,5,Police Forces of Benin (2016-),NA,1,15,NA,204,Western Africa,Benin,Collines,Bante,NA,Bante,8.4126,1.8924,1,Le Portail Info (Benin); Banouto; L'investigateur,National,"On 19 March 2021, a number of people demonstrated against two policemen dispatched to summon the mayor in Bante (Bante, Collines). The local residents wounded the two policemen in a confrontation.",0,crowd size=no report,1617053589
BEN357,16 March 2021,2021,1,Political violence,Riots,Mob violence,Rioters (Benin),Tchatingou Communal Group (Benin),5,Civilians (Benin),Christian Group (Benin),7,57,Civilian targeting,204,Western Africa,Benin,Atacora,Tanguieta,NA,Tchatingou,10.8211,1.4698,1,24h au Benin; Banouto; Benin Web TV; Daabaaru; L'investigateur; La Nouvelle (Benin),National,"On 16 March 2021, a number of locals attacked a church in the village of Tchatingou (Tanguieta, Atacora). The villagers assaulted a priest and worshippers and vandalized the church during a confirmation ceremony. The villagers considered that the Christian worshippers did not respect the local traditions by playing drums and music.",0,crowd size=no report,1616447510
BEN356,11 March 2021,2021,1,Political violence,Violence against civilians,Attack,Pirates (Benin),NA,3,Civilians (Russia),Civilians (Ukraine); Civilians (Philippines); Labor Group (Russia); Labor Group (Ukraine); Labor Group (Philippines),7,37,Civilian targeting,204,Western Africa,Benin,Littoral,Cotonou,NA,Cotonou,6.3557,2.4353,3,24h au Benin; AFP; Benin Web TV; Xinhua; Banouto,National-International,"On 11 March 2021, sea pirates attacked a chemical tanker around 210 nautical miles (389 kilometers) off the coast south of Cotonou (Cotonou, Littoral). The pirates kidnapped fifteen crew members believed to be Russian, Ukrainian, and Filipino.",0,NA,1618268922
BEN519,11 March 2021,2021,1,Political violence,Riots,Mob violence,Rioters (Benin),Vigilante Group (Benin); Farmers (Benin),5,Civilians (Benin),NA,7,57,Civilian targeting,204,Western Africa,Benin,Borgou,Perere,NA,Perere,9.798,2.9913,1,Undisclosed Source,Local partner-Other,"On 11 March 2021, a number of farmers confronted a presumed thief stealing cashew nuts on a farmland in Perere (Perere, Borgou). A farmer shot and killed the presumed thief.",1,crowd size=no report,1623256791
BEN354,08 March 2021,2021,1,Political violence,Battles,Armed clash,Bariba Ethnic Militia (Benin),Farmers (Benin),4,Fulani Ethnic Militia (Benin),Pastoralists (Benin),4,44,NA,204,Western Africa,Benin,Atacora,Kerou,NA,Brignamaro,10.7411,2.0721,2,L'investigateur; Actu Benin; Le Portail Info (Benin); Kisal; Fraternite (Benin); Banouto; 24h au Benin; Agence Benin Press,New media-National,"On 8 March 2021, Bariba farmers equipped with firearms attacked a Fulani camp in the village of Tchoukangne, in the arrondissement of Brignamaro (Kerou, Atacora). Four people including three members of the Fulani community and a local teacher were shot and killed, and two people were wounded. The shooting was a retaliation for the killing of a farmer on March 6. The Fulani reportedly retaliated by burning houses of the Bariba farmers.",4,NA,1615847072
BEN355,08 March 2021,2021,1,Political violence,Riots,Mob violence,Rioters (Benin),Farmers (Benin),5,Rioters (Benin),Farmers (Benin),5,55,NA,204,Western Africa,Benin,Borgou,Nikki,NA,Tepare Sore,10.1532,3.0464,1,Agence Benin Press; Daabaaru; 24h au Benin; Le Portail Info (Benin); Benin Web TV,National,"On 8 March 2021, a farmer and his sons killed another farmer for not respecting the hygiene prescriptions to access a well in the village of Tepare Sore (Kalale, Borgou). The family of the victim retaliated by burning houses and granaries, and killing livestock.",1,crowd size=no report,1618488922
BEN353,06 March 2021,2021,1,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Benin),Pastoralists (Benin),4,Civilians (Benin),Bariba Ethnic Group (Benin); Farmers (Benin),7,47,Civilian targeting,204,Western Africa,Benin,Atacora,Kerou,NA,Brignamaro,10.7411,2.0721,2,24h au Benin; Fraternite (Benin); Banouto; L'investigateur; Actu Benin; Agence Benin Press; Le Portail Info (Benin),New media-National,"On 6 March 2021, a Fulani man reportedly killed a Bariba farmer in a presumed land conflict in the village of Tchoukangne, in the arrondissement of Brignamaro (Kerou, Atacora).",1,NA,1615847072
BEN352,03 March 2021,2021,1,Strategic developments,Strategic developments,Arrests,Police Forces of Benin (2016-),NA,1,Civilians (Benin),LD: The Democrats,7,17,NA,204,Western Africa,Benin,Oueme,Porto-Novo,NA,Porto-Novo,6.4833,2.6167,1,La Nouvelle (Benin); 24h au Benin; Le Portail Info (Benin); Benin Info; Benin Web TV; Banouto,National,"Arrests: On 3 March 2021, the police arrested the presidential election runner-up Reckya Madougou from The Democrats party in Porto-Novo (Porto-Novo, Oueme). Madougou's arrest is reportedly linked to the arrest of two of her fellow party members accused of 'criminal association and terrorism'.",0,NA,1615246424
BEN518,03 March 2021,2021,1,Political violence,Violence against civilians,Attack,Unidentified Communal Militia (Benin),Farmers (Benin),4,Civilians (Benin),Pastoralists (Benin),7,47,Civilian targeting,204,Western Africa,Benin,Borgou,Parakou,NA,Parakou,9.35,2.6167,1,Undisclosed Source,Local partner-Other,"On 3 March 2021, a group of farmers shot and killed a male civilian pastoralist in the quarter of Gorobani in Parakou (Parakou, Borgou).",1,NA,1623256791
